index,task_name,vm_assigned,start_time,exec_time,finish_time,wait_time
0,task-1-0,vm1,0.0,1.6942449769999257,1.694233,4.77699995826697e-06
1,task-1-1,vm4,0.002398,10.847188189000008,10.849572,2.693000055842276e-06
2,task-1-2,vm2,0.002575,0.5649805350000179,0.567512,1.6799999684735667e-06
3,task-1-3,vm2,0.002715,0.7517781909999712,0.754474,1.5429999393745675e-06
5,task-1-5,vm4,0.002859,15.218977132000077,15.221819,1.5109999367268756e-06
7,task-10-7,vm3,0.002987,13.986451278999994,13.989422,3.116000016234466e-06
14,task-1-14,vm4,0.003167,10.924533447000044,10.927684,1.2200000583106885e-06
15,task-1-15,vm3,0.00329,3.066870093000034,3.070142,1.5560000292680343e-06
16,task-1-16,vm3,0.003441,14.115835792999974,14.119257,1.1889999314007582e-06
18,task-1-18,vm4,0.003551,14.960091756999987,14.963627,1.10500002392655e-06
20,task-1-20,vm3,0.003651,3.1943249070000093,3.19797,1.4150000424706377e-06
21,task-1-21,vm4,0.003742,15.138415626999972,15.142149,1.0480000582901994e-06
23,task-1-23,vm4,0.003835,14.879944039999941,14.883758,1.1380000159988413e-06
26,task-8-26,vm4,0.003928,14.791682531999982,14.79559,2.0979999817427597e-06
28,task-1-28,vm4,0.004021,15.05290816899992,15.056914,1.1509999922054703e-06
6,task-1-6,vm2,0.567667,0.8765546229999472,1.444201,0.5646809039999425
9,task-1-9,vm2,0.754636,0.9397667240000374,1.694399,0.7514729079999825
10,task-1-10,vm2,1.444373,0.9194828470000402,2.36384,1.4411942440000303
4,task-1-4,vm1,1.694454,1.6145899230000396,3.309029,1.6915988419999621
17,task-1-17,vm2,1.694954,0.8978258859999642,2.592764,1.6913969639999777
24,task-1-24,vm2,2.363973,0.9268520120000403,3.290813,2.3600418850001006
25,task-1-25,vm2,2.592904,0.942198087999941,3.535082,2.588963110000009
44,task-1-44,vm3,3.070275,17.971090419999996,21.041348,3.0661323079999647
67,task-2-67,vm3,3.198018,19.264071615000034,22.462072,3.1932703050000555
27,task-4-27,vm2,3.290906,4.238708474999953,7.529596,3.2868785609999804
8,task-1-8,vm1,3.309171,2.580648265000036,5.889803,3.3059998070000347
38,task-1-38,vm2,3.535248,4.200257276000002,7.735487,3.531106457999954
11,task-1-11,vm1,5.889914,3.0732846199999813,8.963184,5.886739224999928
45,task-1-45,vm2,7.52973,1.7966206359999433,9.32633,7.525585792000015
51,task-1-51,vm2,7.735626,1.841241605999926,9.576847,7.730899528999998
12,task-1-12,vm1,8.963311,3.584092112999997,12.547382,8.960140202999924
57,task-1-57,vm2,9.326505,1.8884755039999845,11.214966,9.32175385700009
59,task-1-59,vm2,9.57701,1.8456821390000187,11.42268,9.57225634300005
29,task-1-29,vm4,10.84969,31.240801852999994,42.090478,10.845576146000099
30,task-1-30,vm4,10.927797,31.24403645899997,42.171821,10.92367974199999
61,task-1-61,vm2,11.215054,1.7580011739999009,12.973039,11.210312478999981
70,task-1-70,vm2,11.4228,1.7874959609999905,13.210272,11.418036438999934
13,task-1-13,vm1,12.547613,4.60705418200007,17.154651,12.544426791999967
72,task-1-72,vm2,12.973161,5.821163418999959,18.794312,12.968396631000019
73,task-2-73,vm2,13.210453,6.362654721000013,19.573097,13.205674675999944
78,task-2-78,vm3,13.989678,9.592729710999947,23.582394,13.984883243000013
90,task-1-90,vm3,14.119402,9.590553814000032,23.70994,14.114607154000055
31,task-1-31,vm4,14.795748,27.460927412000046,42.256652,14.791619011999956
32,task-1-32,vm4,14.883886,27.46346746800009,42.347341,14.879763938999986
33,task-1-33,vm4,14.963749,27.477584514,42.441312,14.959625115000108
34,task-6-34,vm4,15.057018,29.736316897999927,44.793316,15.052893491999953
35,task-1-35,vm4,15.142222,29.743083077999927,44.885286,15.138097802999937
36,task-5-36,vm4,15.221957,32.34968571500008,47.571636,15.217824684999982
19,task-1-19,vm1,17.154767,3.9561662090000027,21.110923,17.151114174999975
79,task-1-79,vm2,18.794413,2.3537608719999525,21.14816,18.789636922
81,task-1-81,vm2,19.573181,1.8829247420000002,21.456089,19.568404292999958
94,task-4-94,vm3,21.041476,4.2045275890000084,25.245999,21.036675787000036
22,task-1-22,vm1,21.111009,4.134783808999941,25.245775,21.107177709999974
82,task-1-82,vm2,21.148256,2.4802478130000054,23.628499,21.143481148999967
