index,task_name,vm_assigned,start_time,exec_time,finish_time,wait_time
0,task-6-0,vm3,0.0,32.39000000000033,32.383835,0.0
1,task-5-1,vm4,0.00829,84.20299999999952,84.222783,0.0
2,task-8-2,vm3,0.00829,39.60999999999967,39.626475,0.0
3,task-2-3,vm4,0.009291,82.5,82.517626,0.0
4,task-10-4,vm4,0.009291,99.51599999999962,99.536319,0.0
5,task-3-5,vm4,0.009291,84.73499999999967,84.746217,0.0
6,task-4-6,vm3,0.0104,28.359999999999673,28.382292,0.0
7,task-4-7,vm4,0.0104,79.29699999999957,79.30593,0.0
8,task-7-8,vm4,0.0104,87.64099999999962,87.65998,0.0
9,task-3-9,vm1,0.011404,17.70299999999952,17.718254,0.0
10,task-9-10,vm2,0.011404,51.84400000000005,51.866698,0.0
11,task-1-11,vm3,0.011404,32.51599999999962,32.534295,0.0
12,task-7-12,vm4,0.012431,82.21900000000005,82.227474,0.0
13,task-9-13,vm4,0.012431,93.48499999999967,93.49359,0.0
14,task-1-14,vm2,0.012431,52.26599999999962,52.281401,0.0
25,task-3-25,vm1,17.719258,123.14100000000053,140.859795,17.70299999999952
17,task-5-17,vm3,28.382292,71.75,100.117815,28.359999999999673
19,task-10-19,vm3,32.383835,78.96900000000005,111.354941,32.375
22,task-8-22,vm3,32.5353,86.03099999999995,118.555132,32.51599999999962
24,task-10-24,vm3,39.626475,90.26500000000033,129.890751,39.60999999999967
33,task-9-33,vm2,51.866698,81.82799999999952,133.690832,51.84400000000005
38,task-6-38,vm2,52.282908,89.375,141.664235,52.26599999999962
15,task-8-15,vm4,79.30593,118.98400000000038,198.295847,79.29699999999957
16,task-2-16,vm4,82.22847,116.34400000000005,198.58201,82.21900000000005
18,task-6-18,vm4,82.517626,118.23499999999967,200.756095,82.5
20,task-6-20,vm4,84.222783,118.76600000000053,202.990718,84.20299999999952
21,task-5-21,vm4,84.747209,119.8119999999999,204.562191,84.73499999999967
23,task-2-23,vm4,87.65998,117.1869999999999,204.848143,87.64099999999962
26,task-4-26,vm4,93.49359,112.35900000000038,205.860893,93.48499999999967
27,task-4-27,vm4,99.536319,107.3119999999999,206.839424,99.51599999999962
34,task-1-34,vm3,100.117815,108.53099999999995,208.660237,100.10999999999967
43,task-6-43,vm3,111.354941,101.25,212.609091,111.34400000000005
46,task-4-46,vm3,118.556134,95.9380000000001,214.492902,118.54699999999957
42,task-5-42,vm2,133.690832,79.46900000000005,213.155541,133.67199999999957
28,task-7-28,vm1,140.859795,-1.0,440.990318,140.84400000000005
30,task-9-30,vm4,198.29684,50.60999999999967,248.907,198.28099999999995
31,task-1-31,vm4,198.58201,50.34299999999985,248.928885,198.5630000000001
32,task-7-32,vm4,200.757103,50.875,251.633114,200.73499999999967
35,task-8-35,vm4,202.990718,52.5619999999999,255.549707,202.96900000000005
39,task-2-39,vm4,204.562191,51.25,255.815399,204.54699999999957
41,task-4-41,vm4,204.849143,52.0,256.846941,204.82799999999952
45,task-3-45,vm4,205.861893,51.59400000000005,257.446768,205.84400000000005
47,task-9-47,vm4,206.840427,56.59400000000005,263.434688,206.82799999999952
48,task-6-48,vm4,248.907,25.35900000000038,274.264038,248.89099999999962
49,task-7-49,vm4,248.928885,28.14099999999962,277.06705,248.90599999999995
29,task-3-29,vm1,440.990318,194.17199999999957,635.159729,440.96900000000005
36,task-2-36,vm1,635.160729,111.73399999999947,746.889161,635.1409999999996
37,task-5-37,vm1,746.889161,42.98500000000058,789.868356,746.8749999999991
40,task-3-40,vm1,789.869864,64.04600000000028,853.925569,789.8599999999997
44,task-1-44,vm1,853.925569,105.39099999999962,959.311891,853.906
