index,task_name,vm_assigned,start_time,exec_time,finish_time,wait_time
0,task-1-0,vm4,0.0,0.16406258000006346,0.16405,4.00200042349752e-06
1,task-1-1,vm3,0.002396,0.19648082399999112,0.198865,2.9630000426550396e-06
2,task-1-2,vm4,0.002579,0.35110552399964945,0.353678,1.651000275160186e-06
3,task-1-3,vm4,0.002719,0.25949955000032787,0.262203,7.388999620161485e-06
4,task-1-4,vm2,0.002846,0.3498158760003207,0.352647,1.6519998098374344e-06
5,task-1-5,vm3,0.002955,0.4514737499994226,0.454418,1.5480000001844019e-06
6,task-1-6,vm4,0.003121,0.43783662999976514,0.440938,1.6819994925754145e-06
7,task-10-7,vm4,0.003258,6.443645775000732,6.446887,8.1429998317617e-06
8,task-1-8,vm3,0.00341,0.5818626009995569,0.585258,1.5590003386023454e-06
9,task-1-9,vm1,0.003512,14.142877840999972,14.146383,1.5879995771683753e-06
10,task-1-10,vm2,0.003609,0.5663239280002017,0.569919,1.1310003174003214e-06
11,task-1-11,vm3,0.003696,0.32273820099999284,0.326418,1.1140000424347818e-06
34,task-6-34,vm4,0.003844,8.716360450999673,8.720202,1.13300029624952e-06
36,task-5-36,vm4,0.003941,10.171913790999497,10.175849,1.0430003385408781e-06
47,task-5-47,vm4,0.004044,11.715556607000508,11.719587,1.0379999366705306e-06
56,task-9-56,vm4,0.164143,16.41842724200069,16.582558,0.1594352540005275
12,task-1-12,vm3,0.198955,0.5105830379998224,0.709521,0.19515666700044676
94,task-4-94,vm4,0.262332,17.444896496999718,17.70721,0.2575454509997144
14,task-1-14,vm3,0.326545,0.520071643000847,0.846601,0.322729223999886
13,task-1-13,vm2,0.352919,0.4422641199998907,0.795166,0.34910055700038356
107,task-10-107,vm4,0.354054,23.163182426000276,23.517218,0.34924728399982996
135,task-6-135,vm4,0.441084,25.386657772000035,25.827707,0.43624096300027304
15,task-1-15,vm3,0.45451,0.5046510189995388,0.959149,0.45069870600036666
17,task-1-17,vm2,0.570034,0.46086841600026673,1.030886,0.5662134100002731
18,task-1-18,vm3,0.585369,0.509086803000173,1.094442,0.5815459440000268
19,task-1-19,vm3,0.709632,0.5104746229999364,1.220092,0.705807893000383
20,task-1-20,vm2,0.795276,0.4701167519997398,1.26538,0.7914507479999884
21,task-1-21,vm3,0.846736,0.49111392500071815,1.33783,0.8428847710001719
22,task-1-22,vm3,0.959233,0.5030562410001949,1.462282,0.955405948000589
24,task-1-24,vm2,1.031005,0.4551320950004083,1.486122,1.0271713709998949
25,task-1-25,vm3,1.094551,0.49532846700003574,1.589862,1.0907171139997445
26,task-8-26,vm3,1.220195,7.280234015000133,8.500411,1.2163574900005187
27,task-4-27,vm2,1.265472,3.6650539819993355,4.930512,1.2616332310008147
64,task-1-64,vm3,1.337972,7.382098858999598,8.720065,1.3332347540008413
66,task-1-66,vm3,1.462327,7.317308470000171,8.779624,1.4576008450003428
38,task-1-38,vm2,1.486271,3.7732201310000164,5.259475,1.4822297989994695
67,task-2-67,vm3,1.589973,7.56868923500042,9.158642,1.5852368729993032
40,task-1-40,vm2,4.930606,0.4478244399997493,5.378416,4.9265687529996285
41,task-1-41,vm2,5.259598,0.41996454700074537,5.679552,5.255555276999985
43,task-1-43,vm2,5.378517,0.4671321640007591,5.845639,5.374472002000402
44,task-1-44,vm2,5.679627,0.6653086830001484,6.344925,5.6755849000001035
46,task-1-46,vm2,5.84573,0.4993469720002395,6.345075,5.841669808000006
48,task-1-48,vm2,6.34512,0.31602447899967956,6.661126,6.340985474000263
50,task-1-50,vm2,6.345503,0.6431246060001286,6.988611,6.340803844999755
157,task-1-157,vm4,6.447005,19.382679375999942,25.829679,6.442126021999684
51,task-1-51,vm2,6.661242,0.4572966429996086,7.11852,6.656538319999527
53,task-1-53,vm2,6.988755,0.4149364240001887,7.403675,6.984050883999771
54,task-1-54,vm2,7.11865,0.4766752109999288,7.595315,7.113943562000713
57,task-1-57,vm2,7.403816,0.4895217570001478,7.893319,7.399101476999931
58,task-1-58,vm2,7.595381,0.43950943000072584,8.034873,7.590668226999696
60,task-1-60,vm2,7.893433,0.36670757200045045,8.260123,7.8887097180004275
61,task-1-61,vm2,8.035005,0.6838911619997816,8.71888,8.030274966999968
63,task-1-63,vm2,8.260252,0.5201788620006482,8.780426,8.255519483000171
71,task-1-71,vm3,8.500535,0.786580961999789,9.287098,8.495791151999583
65,task-1-65,vm2,8.719273,0.33758507299990015,9.05684,8.714534399000513
73,task-2-73,vm3,8.721025,1.0285555569998905,9.749561,8.716256501000316
158,task-1-158,vm4,8.721604,17.158513604999825,25.880104,8.716714997000054
77,task-7-77,vm3,8.779863,6.27683042300032,15.056679,8.775108052000178
69,task-1-69,vm2,8.780851,0.509039596000548,9.289881,8.77610841600017
70,task-1-70,vm2,9.056968,0.5646706459992856,9.621618,9.052227944999686
97,task-3-97,vm3,9.158785,6.862864029000775,16.021639,9.153998661000514
111,task-1-111,vm3,9.287224,6.862375892000273,16.149584,9.282414233999589
74,task-1-74,vm2,9.28996,0.47190439799942396,9.761851,9.285216295000282
75,task-1-75,vm2,9.621774,0.4094542900002125,10.031218,9.617023900999811
112,task-1-112,vm3,9.749693,6.527425074999883,16.2771,9.74487673099975
78,task-2-78,vm2,9.761935,1.1920541830004368,10.953973,9.757183118000285
81,task-1-81,vm2,10.031274,1.0506691359996694,11.081925,10.026524009999775
159,task-1-159,vm4,10.175886,15.795856234999519,25.971726,10.1710118409992
82,task-1-82,vm2,10.954095,0.4818702819993632,11.43595,10.949333827000373
84,task-1-84,vm2,11.082046,0.4667565529998683,11.548785,11.077285388999371
85,task-1-85,vm2,11.436058,0.3411713060004331,11.777213,11.431294353999874
87,task-1-87,vm2,11.5489,0.4655730209997273,12.014456,11.54413427899999
160,task-1-160,vm4,11.71986,14.337146716000461,26.05699,11.71497200199974
88,task-1-88,vm2,11.777348,0.6424820659995021,12.419813,11.772577327999898
90,task-1-90,vm2,12.01459,0.4721179590005704,12.486689,12.009818108000218
91,task-3-91,vm2,12.419927,2.0657087850004245,14.485621,12.41515290300049
96,task-1-96,vm2,12.486839,2.3182065290002356,14.805029,12.482054662999872
16,task-1-16,vm1,14.146433,35.05101465200005,49.197437,14.142625106000196
98,task-1-98,vm2,14.48578,44.845118009000544,59.33088,14.480990238000231
99,task-1-99,vm2,14.805165,44.838850460000685,59.644,14.800371037000332
115,task-1-115,vm3,15.056827,23.321316556000056,38.378125,15.05201054600002
116,task-1-116,vm3,16.021827,22.39559799000017,38.417408,16.017005588000757
118,task-1-118,vm3,16.149737,22.483786888000395,38.633505,16.144889095000508
119,task-1-119,vm3,16.277228,22.562238230999355,38.839449,16.272406711999793
162,task-1-162,vm4,16.582647,27.969133155000236,44.551762,16.577762105000147
163,task-1-163,vm4,17.707325,26.92797170599988,44.635278,17.702439826000045
164,task-1-164,vm4,23.517349,21.21186444400064,44.729197,23.51245861999996
