index,task_name,vm_assigned,start_time,exec_time,finish_time,wait_time
0,task-10-0,vm4,0.0,169.40599999999904,169.404777,0.0
1,task-1-1,vm4,0.002135,163.28099999999904,163.275217,0.0
2,task-10-2,vm3,0.002135,146.46800000000076,146.463103,0.0
3,task-1-3,vm3,0.002135,146.59300000000076,146.59879,0.0
4,task-10-4,vm4,0.006932,175.82800000000134,175.823324,0.0
5,task-1-5,vm1,0.006932,106.79599999999846,106.792799,0.0
6,task-1-6,vm4,0.007797,169.57800000000134,169.581062,0.0
7,task-10-7,vm3,0.008128,157.85900000000038,157.861014,0.0
8,task-1-8,vm3,0.008128,146.73400000000038,146.734108,0.0
10,task-1-10,vm4,0.008437,169.5,169.498026,0.0
12,task-1-12,vm4,0.008831,175.92099999999846,175.927054,0.0
14,task-1-14,vm2,0.008831,70.13999999999942,70.146283,0.0
15,task-1-15,vm4,0.008831,176.01499999999942,176.018211,0.0
16,task-10-16,vm2,0.008831,92.42099999999846,92.415909,0.0
17,task-10-17,vm4,0.008831,182.13999999999942,182.142333,0.0
18,task-1-18,vm2,70.146283,152.9220000000023,223.061663,70.13999999999942
25,task-10-25,vm2,92.415909,152.89100000000326,245.31745,92.42099999999846
13,task-10-13,vm1,106.792799,-1.0,236.578865,106.79599999999846
9,task-10-9,vm3,146.463103,86.17199999999866,232.63606,146.46800000000076
11,task-10-11,vm3,146.609199,97.10900000000038,243.713343,146.60900000000038
19,task-10-19,vm3,146.734108,108.17199999999866,254.914798,146.73400000000038
23,task-10-23,vm3,157.861014,108.09400000000096,265.956552,157.85900000000038
20,task-1-20,vm4,163.275217,71.03100000000268,234.321547,163.28099999999904
21,task-1-21,vm4,169.404777,65.01499999999942,234.417998,169.40599999999904
22,task-10-22,vm4,169.498026,71.01499999999942,240.520512,169.5
27,task-10-27,vm4,169.584615,77.10900000000038,246.691272,169.57800000000134
28,task-10-28,vm4,175.823324,77.01499999999942,252.844647,175.82800000000134
29,task-10-29,vm2,223.061663,87.03099999999904,310.090409,223.06200000000172
24,task-1-24,vm3,232.63606,42.39099999999962,275.03231,232.63999999999942
26,task-1-26,vm3,243.713343,31.437999999998283,275.164906,243.71800000000076
