index,task_name,vm_assigned,start_time,exec_time,finish_time,wait_time
0,task-6-0,vm3,0.0,32.9380000000001,32.928105,0.0
1,task-5-1,vm3,0.007801,37.01599999999962,37.021916,0.0
2,task-8-2,vm4,0.007801,22.67200000000048,22.686286,0.0
3,task-2-3,vm4,0.007801,22.89099999999962,22.89837,0.0
4,task-10-4,vm2,0.0088,28.188000000000102,28.205589,0.0
5,task-3-5,vm4,0.0088,17.188000000000102,17.203786,0.0
6,task-4-6,vm4,0.0088,18.17200000000048,18.176551,0.0
7,task-4-7,vm3,0.009852,34.82799999999952,34.836118,0.0
8,task-7-8,vm2,0.009852,39.01599999999962,39.026277,0.0
9,task-3-9,vm4,0.009852,18.813000000000102,18.828958,0.0
10,task-9-10,vm1,0.010853,-1.0,43.012406,0.0
11,task-1-11,vm3,0.010853,33.78100000000086,33.790708,0.0
12,task-7-12,vm4,0.010853,30.875,30.880221,0.0
13,task-9-13,vm4,0.010853,27.84400000000096,27.856351,0.0
14,task-1-14,vm4,0.011854,23.375,23.380599,0.0
19,task-10-19,vm4,17.203786,89.5,106.704711,17.188000000000102
20,task-6-20,vm4,18.177551,90.6869999999999,108.877095,18.17200000000048
23,task-2-23,vm4,18.829956,90.32799999999952,109.153891,18.813000000000102
24,task-10-24,vm4,22.686286,92.375,115.064072,22.67200000000048
27,task-4-27,vm4,22.89837,93.14000000000124,116.038729,22.89099999999962
29,task-3-29,vm4,23.381593,93.29700000000048,116.689692,23.375
31,task-1-31,vm4,27.856351,88.92199999999866,116.777313,27.84400000000096
16,task-2-16,vm2,28.206096,42.67100000000028,70.867744,28.188000000000102
33,task-9-33,vm4,30.881217,90.71900000000096,121.601782,30.875
15,task-8-15,vm3,32.928105,50.23400000000038,83.16902,32.92200000000048
17,task-5-17,vm3,33.791706,52.26599999999962,86.057472,33.78100000000086
18,task-6-18,vm3,34.836118,55.01600000000144,89.860335,34.82799999999952
21,task-5-21,vm3,37.022918,55.60900000000038,92.628733,37.01599999999962
39,task-2-39,vm2,39.026277,32.8119999999999,71.838668,39.01599999999962
25,task-3-25,vm1,43.013404,124.25,167.254676,43.0
49,task-7-49,vm2,70.867744,53.625,124.488316,70.85900000000038
22,task-8-22,vm3,83.16902,55.10999999999876,138.277551,83.15600000000086
28,task-7-28,vm3,86.057472,57.34399999999914,143.400838,86.04700000000048
30,task-9-30,vm3,89.860335,62.25,152.107871,89.84400000000096
32,task-7-32,vm3,92.630104,65.09400000000096,157.725147,92.625
35,task-8-35,vm4,106.704711,57.8119999999999,164.513769,106.6880000000001
36,task-2-36,vm4,108.877095,56.04700000000048,164.917347,108.85900000000038
40,task-3-40,vm4,109.154893,56.54700000000048,165.691455,109.14099999999962
41,task-4-41,vm4,115.065071,52.20299999999952,167.25781,115.04700000000048
46,task-4-46,vm4,116.038729,51.21899999999914,167.258808,116.03100000000086
47,task-9-47,vm4,116.689692,55.35900000000038,172.042276,116.67200000000048
48,task-6-48,vm4,116.777313,57.4369999999999,174.21487,116.76599999999962
34,task-1-34,vm3,138.279063,48.53100000000086,186.810342,138.26599999999962
37,task-5-37,vm3,143.400838,45.89000000000124,189.287056,143.39099999999962
38,task-6-38,vm3,152.107871,41.09399999999914,193.19074,152.09400000000096
42,task-5-42,vm3,157.725147,38.20299999999952,195.928013,157.71900000000096
26,task-4-26,vm1,167.256742,29.813000000000102,197.070331,167.25
44,task-1-44,vm3,186.811338,25.875,212.687404,186.79700000000048
45,task-3-45,vm3,189.287056,24.359999999998763,213.645644,189.28100000000086
43,task-6-43,vm1,197.070331,63.04600000000028,260.114684,197.0630000000001
