index,task_name,vm_assigned,start_time,exec_time,finish_time,wait_time
0,task-6-0,vm4,0.0,78.28100000000086,78.274185,0.0
1,task-5-1,vm4,0.006613,92.28100000000086,92.288764,0.0
2,task-8-2,vm4,0.007615,76.11000000000058,76.10216,0.0
3,task-2-3,vm2,0.007615,57.17200000000048,57.168578,0.0
4,task-10-4,vm4,0.007615,98.51600000000144,98.515629,0.0
5,task-3-5,vm2,0.008646,59.09399999999914,59.109048,0.0
6,task-4-6,vm4,0.008646,99.45299999999952,99.470497,0.0
9,task-3-9,vm1,0.009646,69.76499999999942,69.787591,0.0
10,task-9-10,vm4,0.009646,83.0619999999999,83.073714,0.0
12,task-7-12,vm4,0.009646,86.1869999999999,86.20998,0.0
13,task-9-13,vm4,0.010824,90.76499999999942,90.777824,0.0
15,task-8-15,vm3,0.010824,62.84399999999914,62.866558,0.0
19,task-10-19,vm3,0.010824,44.92199999999866,44.942854,0.0
24,task-10-24,vm3,0.011878,56.0,56.014209,0.0
25,task-3-25,vm3,0.011878,33.75,33.759831,0.0
26,task-4-26,vm3,33.759831,86.92199999999866,120.680302,33.75
33,task-9-33,vm3,44.942854,85.17200000000048,130.102755,44.92199999999866
37,task-5-37,vm3,56.015226,76.60899999999856,132.629597,56.0
7,task-4-7,vm2,57.168578,66.4380000000001,123.607756,57.15599999999904
8,task-7-8,vm2,59.110043,75.5,134.610284,59.09399999999914
41,task-4-41,vm3,62.867557,71.54600000000028,134.402841,62.84399999999914
11,task-1-11,vm1,69.787591,68.57899999999972,138.366812,69.76499999999942
20,task-6-20,vm4,76.103161,75.78100000000086,151.888482,76.09399999999914
22,task-8-22,vm4,78.277185,77.375,155.658776,78.26499999999942
30,task-9-30,vm4,83.073714,77.73499999999876,160.806086,83.0619999999999
35,task-8-35,vm4,86.20998,78.875,165.073653,86.1869999999999
38,task-6-38,vm4,90.777824,75.75,166.538631,90.76499999999942
40,task-3-40,vm4,92.289757,75.5630000000001,167.853504,92.26499999999942
42,task-5-42,vm4,98.515629,70.42199999999866,168.937931,98.5
43,task-6-43,vm4,99.470497,72.03099999999904,171.502369,99.45299999999952
49,task-7-49,vm3,120.680302,74.84300000000076,195.524832,120.67199999999866
14,task-1-14,vm2,123.607756,89.53100000000086,213.135316,123.59399999999914
16,task-2-16,vm2,134.610284,79.40600000000086,214.014928,134.59399999999914
21,task-5-21,vm1,138.366812,54.46800000000076,192.828209,138.34399999999914
47,task-9-47,vm4,151.888482,50.9369999999999,202.830489,151.875
48,task-6-48,vm4,155.658776,49.34399999999914,205.004011,155.63999999999942
27,task-4-27,vm1,192.828209,41.0,233.834638,192.8119999999999
17,task-5-17,vm2,213.135316,28.34399999999914,241.48613,213.125
18,task-6-18,vm2,214.014928,34.79699999999866,248.813623,214.0
31,task-1-31,vm1,233.834638,74.5,308.329499,233.8119999999999
23,task-2-23,vm2,241.48613,19.264999999999418,260.752457,241.46899999999914
28,task-7-28,vm2,248.814621,22.17200000000048,270.990746,248.79699999999866
29,task-3-29,vm2,260.752457,34.01600000000144,294.766447,260.73399999999856
36,task-2-36,vm2,270.990746,24.468000000000757,295.459531,270.96899999999914
44,task-1-44,vm2,294.766447,5.95299999999952,300.712868,294.75
46,task-4-46,vm2,295.459531,8.468999999999141,303.928987,295.4369999999999
32,task-7-32,vm1,308.329499,29.484999999998763,337.812759,308.3119999999999
34,task-1-34,vm1,337.812759,22.85900000000038,360.676017,337.79699999999866
39,task-2-39,vm1,360.676017,89.23400000000038,449.912321,360.65599999999904
45,task-3-45,vm1,449.912321,30.953999999999724,480.866211,449.8899999999994
